question,question_type,answer,ambiguous,object_ids,room_ids,uid,origin
Is there a rack and a wine bottle in the living room?,logical_room,no,False,"[[], [88, 87]]",[7],1f91993f-3e78-494c-b3f6-598d7625f5c4,template
Is there a rack and a wine glass in the living room?,logical_room,no,False,"[[], [89]]",[7],c2afdae2-aa3f-4592-b6e0-8590c95fe76b,template
Is there a shoes and a shower in the living room?,logical_room,no,False,"[[63], []]",[7],9c2d0332-4ec9-494b-962f-b91c52bd0370,template
Is there a shoes and a sign in the living room?,logical_room,no,False,"[[63], []]",[7],e3242681-0009-420c-aeba-af002b875d07,template
Is there a shoes and a sink in the living room?,logical_room,no,False,"[[63], []]",[7],9dae8b7a-7e8b-4e90-a854-005051c2737c,template
Is there a shoes and a sofa in the living room?,logical_room,yes,False,"[[63], [18]]",[7],52e50ece-832c-4ef8-8c4c-a74f4e94d443,template
Is there a shoes and a stereo set in the living room?,logical_room,no,False,"[[63], []]",[7],6325879d-d797-44b7-8bd7-3c9cb654422e,template
Is there a shoes and a t-shirt in the living room?,logical_room,yes,False,"[[63], [73]]",[7],3592a3a2-3008-4205-9749-719e8b56d4f8,template
Is there a shoes and a table in the living room?,logical_room,yes,False,"[[63], [74]]",[7],57b6db02-b234-48d7-8cc7-aaa2df4a9add,template
Is there a shoes and a teapot in the living room?,logical_room,yes,False,"[[63], [75]]",[7],db5a6f51-7ae4-491f-9f7f-b0ca3f257e0b,template
Is there a shoes and a teddy bear in the living room?,logical_room,yes,False,"[[63], [76]]",[7],6242f5be-e400-497a-8291-036d86555a51,template
Is there a shoes and a television in the living room?,logical_room,no,False,"[[63], []]",[7],d2731597-9215-4289-8e37-3d00d914d8a7,template
Is there a shoes and a toilet in the living room?,logical_room,no,False,"[[63], []]",[7],3d4733e0-cc0b-413d-b835-9763ec3f542f,template
Is there a shoes and a towel rack in the living room?,logical_room,no,False,"[[63], []]",[7],beee7236-4cfb-46e4-b2e4-94abb251a4cc,template
Is there a shoes and a trophy in the living room?,logical_room,yes,False,"[[63], [78]]",[7],3a9cd7d9-2d97-4815-80ff-5ddc3d0c80b2,template
Is there a shoes and a tv stand in the living room?,logical_room,no,False,"[[63], []]",[7],ea5e2433-6751-45d4-a9e1-f38b9401fac2,template
Is there a shoes and a utensil holder in the living room?,logical_room,no,False,"[[63], []]",[7],200fc028-495c-4e75-9c1c-d4f37b871bd5,template
Is there a shoes and a vacuum cleaner in the living room?,logical_room,no,False,"[[63], []]",[7],3d62bf3d-30c1-49f0-ac56-755fe12c2351,template
Is there a shoes and a vase in the living room?,logical_room,yes,False,"[[63], [80, 79]]",[7],1ebc53a8-c4cf-4229-b2ba-061bb34ee8af,template
Is there a shoes and a wardrobe cabinet in the living room?,logical_room,no,False,"[[63], []]",[7],873d8460-3f1d-49c1-b1bf-4a01ab0d5941,template
Is there a shoes and a washer in the living room?,logical_room,no,False,"[[63], []]",[7],baa7bc75-aa7c-4607-8d35-340193c61c89,template
Is there a shoes and a water dispenser in the living room?,logical_room,no,False,"[[63], []]",[7],9318a829-7961-4059-ae1c-0a368498dda9,template
Is there a shoes and a window in the living room?,logical_room,yes,False,"[[63], [81, 85]]",[7],9242b0ef-08b6-4f0e-8ec5-5e209943fb5f,template
Is there a shoes and a wine bottle in the living room?,logical_room,yes,False,"[[63], [88, 87]]",[7],e68e0d58-8c7f-4182-92c8-a340a38e5378,template
Is there a shoes and a wine glass in the living room?,logical_room,yes,False,"[[63], [89]]",[7],b201cd91-85f2-409a-8188-19afbb5c6e16,template
Is there a shower and a sign in the living room?,logical_room,no,False,"[[], []]",[7],5da686a7-3d7f-4bdb-a3bd-3d40833d2674,template
Is there a shower and a sink in the living room?,logical_room,no,False,"[[], []]",[7],1d390b16-f399-4f83-9776-ce18a0adc819,template
Is there a shower and a sofa in the living room?,logical_room,no,False,"[[], [18]]",[7],258e01e3-e36f-4959-9541-ce757683f9eb,template
Is there a shower and a stereo set in the living room?,logical_room,no,False,"[[], []]",[7],6ebe70a7-76d8-4a41-9ca9-2604b5970650,template
Is there a shower and a t-shirt in the living room?,logical_room,no,False,"[[], [73]]",[7],d1ad759a-b3b5-47e1-80df-b0066ac0fdd1,template
Is there a shower and a table in the living room?,logical_room,no,False,"[[], [74]]",[7],0d4796ae-e25e-470f-9537-881289cb566f,template
Is there a shower and a teapot in the living room?,logical_room,no,False,"[[], [75]]",[7],fe2c82fa-054b-4dee-bb31-4e42968fbee5,template
Is there a shower and a teddy bear in the living room?,logical_room,no,False,"[[], [76]]",[7],18bfbfcb-f361-4993-8cd8-65575bf71eb7,template
Is there a shower and a television in the living room?,logical_room,no,False,"[[], []]",[7],58af90d9-bead-4072-b796-453ed062e162,template
Is there a shower and a toilet in the living room?,logical_room,no,False,"[[], []]",[7],fe4b917a-8859-4fd0-a860-29dbbfb8ce03,template
Is there a shower and a towel rack in the living room?,logical_room,no,False,"[[], []]",[7],67e59ffc-e03e-4499-96d1-44625f50115b,template
Is there a shower and a trophy in the living room?,logical_room,no,False,"[[], [78]]",[7],79f0719e-31b1-4e32-964e-d647afac91db,template
Is there a shower and a tv stand in the living room?,logical_room,no,False,"[[], []]",[7],99d68203-7c7a-4f11-990c-f4022301d41a,template
Is there a shower and a utensil holder in the living room?,logical_room,no,False,"[[], []]",[7],13187fd6-e0aa-4c3c-8860-16943133cfa3,template
Is there a shower and a vacuum cleaner in the living room?,logical_room,no,False,"[[], []]",[7],df2694d9-b9c7-4fa5-ae54-7ded2392eaad,template
Is there a shower and a vase in the living room?,logical_room,no,False,"[[], [80, 79]]",[7],592ae2ac-0b4d-4d2c-8bd8-cad67c37e8c0,template
Is there a shower and a wardrobe cabinet in the living room?,logical_room,no,False,"[[], []]",[7],e6cb4043-16ee-4afc-9973-896f5bbda2d9,template
Is there a shower and a washer in the living room?,logical_room,no,False,"[[], []]",[7],64651068-4f14-41e7-b67f-cacf87869a80,template
Is there a shower and a water dispenser in the living room?,logical_room,no,False,"[[], []]",[7],fce5e562-0b2b-4dba-afd8-8ac050bb18f1,template
Is there a shower and a window in the living room?,logical_room,no,False,"[[], [81, 85]]",[7],a6389dc2-3305-47ae-8153-b3bf630fc03b,template
Is there a shower and a wine bottle in the living room?,logical_room,no,False,"[[], [88, 87]]",[7],7aafb09a-c3ac-4a0a-a081-53460d624973,template
Is there a shower and a wine glass in the living room?,logical_room,no,False,"[[], [89]]",[7],41487373-4c0a-4be8-aa07-94d74615dcf4,template
Is there a sign and a sink in the living room?,logical_room,no,False,"[[], []]",[7],f7e29217-d014-4672-ba87-8c0a5908ab26,template
Is there a sign and a sofa in the living room?,logical_room,no,False,"[[], [18]]",[7],b639e26e-3499-4808-b172-5ef77146cade,template
Is there a sign and a stereo set in the living room?,logical_room,no,False,"[[], []]",[7],11163345-25fe-476b-9aea-7609ea4e8f04,template
Is there a sign and a t-shirt in the living room?,logical_room,no,False,"[[], [73]]",[7],ae4bac17-9bbc-45d3-b404-d13c73518a5e,template
Is there a sign and a table in the living room?,logical_room,no,False,"[[], [74]]",[7],e1c4964b-1a6d-4ee1-b358-b79a1b5be40b,template
Is there a sign and a teapot in the living room?,logical_room,no,False,"[[], [75]]",[7],c1d884bc-0369-41cd-a0f1-c8c665b98e9e,template
Is there a sign and a teddy bear in the living room?,logical_room,no,False,"[[], [76]]",[7],547e6e7a-54ef-453e-af0b-9e6637229de2,template
Is there a sign and a television in the living room?,logical_room,no,False,"[[], []]",[7],f0af2f27-838f-4ff7-9c91-89051cec5490,template
Is there a sign and a toilet in the living room?,logical_room,no,False,"[[], []]",[7],001f2f16-88a0-4bbf-a809-612144865c8d,template
Is there a sign and a towel rack in the living room?,logical_room,no,False,"[[], []]",[7],bc47565d-2ac3-490a-85b1-c80fcdd797b9,template
Is there a sign and a trophy in the living room?,logical_room,no,False,"[[], [78]]",[7],e7b26816-3c1e-4923-9427-93f95561a95a,template
Is there a sign and a tv stand in the living room?,logical_room,no,False,"[[], []]",[7],625d3ad3-f1ab-415c-bebe-84b59933cf55,template
Is there a sign and a utensil holder in the living room?,logical_room,no,False,"[[], []]",[7],3c299ceb-4320-4866-a3c0-11086576d20f,template
Is there a sign and a vacuum cleaner in the living room?,logical_room,no,False,"[[], []]",[7],d7791aec-23c4-4045-ace1-f5a3892667ef,template
Is there a sign and a vase in the living room?,logical_room,no,False,"[[], [80, 79]]",[7],0018e815-4b9b-4ac1-9806-e05b324bb3fe,template
Is there a sign and a wardrobe cabinet in the living room?,logical_room,no,False,"[[], []]",[7],4afc4984-cf30-41f8-a687-237529a7f339,template
Is there a sign and a washer in the living room?,logical_room,no,False,"[[], []]",[7],640877a1-0d99-451a-ae6d-edb987bb19d8,template
Is there a sign and a water dispenser in the living room?,logical_room,no,False,"[[], []]",[7],058d7d89-dd0f-4cd9-8210-5e22c908a4b2,template
Is there a sign and a window in the living room?,logical_room,no,False,"[[], [81, 85]]",[7],c79811b5-d34f-4b26-ad6b-56d09acb88d0,template
Is there a sign and a wine bottle in the living room?,logical_room,no,False,"[[], [88, 87]]",[7],feeced0b-175f-4ac6-80a1-1fd567cfce15,template
Is there a sign and a wine glass in the living room?,logical_room,no,False,"[[], [89]]",[7],1fc7ffc0-8cad-4115-9270-eee1c9b6b777,template
Is there a sink and a sofa in the living room?,logical_room,no,False,"[[], [18]]",[7],e04b36ab-1338-4d0e-8c1a-796438cb3d1b,template
Is there a sink and a stereo set in the living room?,logical_room,no,False,"[[], []]",[7],b9da280a-0423-40ca-8846-c9d477c1085a,template
Is there a sink and a t-shirt in the living room?,logical_room,no,False,"[[], [73]]",[7],f7fafb2a-39ed-4771-981f-96c8f65ef8a6,template
Is there a sink and a table in the living room?,logical_room,no,False,"[[], [74]]",[7],bb20614c-d353-4389-a400-9dca013af018,template
Is there a sink and a teapot in the living room?,logical_room,no,False,"[[], [75]]",[7],2f0a9a44-c4b4-4493-83cc-c6fe7f1981c0,template
Is there a sink and a teddy bear in the living room?,logical_room,no,False,"[[], [76]]",[7],e925a071-040f-4e01-a8e7-2ee17fcaeaa0,template
Is there a sink and a television in the living room?,logical_room,no,False,"[[], []]",[7],52902efa-4f97-4324-910d-1c37a4dee7b5,template
Is there a sink and a toilet in the living room?,logical_room,no,False,"[[], []]",[7],07871866-6792-4fde-9a23-2e0fa2cd23db,template
Is there a sink and a towel rack in the living room?,logical_room,no,False,"[[], []]",[7],74c7b89d-d89b-4b80-8a28-54dfdd1d0f0d,template
Is there a sink and a trophy in the living room?,logical_room,no,False,"[[], [78]]",[7],9ba1cde8-c5f5-4aaa-b57b-3af8a53fd17e,template
Is there a sink and a tv stand in the living room?,logical_room,no,False,"[[], []]",[7],5f1f806e-7b26-40fd-bad9-a73b771d4e67,template
Is there a sink and a utensil holder in the living room?,logical_room,no,False,"[[], []]",[7],4c62fb7f-b623-469f-8427-bb59c4fa5c44,template
Is there a sink and a vacuum cleaner in the living room?,logical_room,no,False,"[[], []]",[7],856a4453-99ae-480f-bdb9-276a2a8734f8,template
Is there a sink and a vase in the living room?,logical_room,no,False,"[[], [80, 79]]",[7],4096e73c-eda8-456d-851c-1f226250fc2b,template
Is there a sink and a wardrobe cabinet in the living room?,logical_room,no,False,"[[], []]",[7],27180d8f-7591-4e2e-a5fd-f07477880be7,template
Is there a sink and a washer in the living room?,logical_room,no,False,"[[], []]",[7],8a7ab95d-a457-4b09-864e-62bc3da87bb0,template
Is there a sink and a water dispenser in the living room?,logical_room,no,False,"[[], []]",[7],80929711-9d14-4299-a08d-4f98a36efa17,template
Is there a sink and a window in the living room?,logical_room,no,False,"[[], [81, 85]]",[7],5fa65a05-49f7-465b-8782-88d6dc3b0453,template
Is there a sink and a wine bottle in the living room?,logical_room,no,False,"[[], [88, 87]]",[7],ed6ff718-4f8b-44bb-9be6-99967514905e,template
Is there a sink and a wine glass in the living room?,logical_room,no,False,"[[], [89]]",[7],1f51fe95-6bf7-40f1-b582-0e28b535bbfa,template
Is there a sofa and a stereo set in the living room?,logical_room,no,False,"[[18], []]",[7],7d385b84-d07c-4cfc-ac9f-c78008c2415d,template
Is there a sofa and a t-shirt in the living room?,logical_room,yes,False,"[[18], [73]]",[7],f9f6b61f-d8bf-4148-a8aa-7ab1aa0820c6,template
Is there a sofa and a table in the living room?,logical_room,yes,False,"[[18], [74]]",[7],4bcd05d8-2c98-4898-a72c-4dacb1b4932f,template
Is there a sofa and a teapot in the living room?,logical_room,yes,False,"[[18], [75]]",[7],8e3e16cb-4eb5-42b3-99bb-05d5eb3c26fc,template
Is there a sofa and a teddy bear in the living room?,logical_room,yes,False,"[[18], [76]]",[7],e0f693d1-def9-49e8-80ab-a5263fcbbdca,template
Is there a sofa and a television in the living room?,logical_room,no,False,"[[18], []]",[7],f9cc48ae-6888-4f00-a868-783daf4c3bc1,template
Is there a sofa and a toilet in the living room?,logical_room,no,False,"[[18], []]",[7],6ef21313-ee31-48dc-a3e2-16f069e9ba94,template
Is there a sofa and a towel rack in the living room?,logical_room,no,False,"[[18], []]",[7],88559c70-f110-468d-92a6-e589a7d08296,template
Is there a sofa and a trophy in the living room?,logical_room,yes,False,"[[18], [78]]",[7],f2d0ecec-cbdd-47f6-9cca-3e666f5ef974,template
Is there a sofa and a tv stand in the living room?,logical_room,no,False,"[[18], []]",[7],f627eb86-8623-4b72-9e58-f26590ae387e,template
Is there a sofa and a utensil holder in the living room?,logical_room,no,False,"[[18], []]",[7],ab19f0f8-dc22-4609-82d2-7c9b06d6511e,template
Is there a sofa and a vacuum cleaner in the living room?,logical_room,no,False,"[[18], []]",[7],20e1c449-5d9b-4a8a-bed1-81385881bb56,template
Is there a sofa and a vase in the living room?,logical_room,yes,False,"[[18], [80, 79]]",[7],f0774068-1965-47ad-8c68-60c62293157a,template
Is there a sofa and a wardrobe cabinet in the living room?,logical_room,no,False,"[[18], []]",[7],3a7019bb-ff10-4bca-958e-b2daa00446c6,template
Is there a sofa and a washer in the living room?,logical_room,no,False,"[[18], []]",[7],bbe4fd8d-06f0-4fa9-8a3f-1d09ad243c62,template
Is there a sofa and a water dispenser in the living room?,logical_room,no,False,"[[18], []]",[7],d7f3ce2a-1599-45b0-aa60-077d6991c3ea,template
Is there a sofa and a window in the living room?,logical_room,yes,False,"[[18], [81, 85]]",[7],a926c975-6b54-4a2a-b312-1940c9e2f881,template
Is there a sofa and a wine bottle in the living room?,logical_room,yes,False,"[[18], [88, 87]]",[7],3fc0181a-58e0-42c9-9e2d-dfb6cd390dc5,template
Is there a sofa and a wine glass in the living room?,logical_room,yes,False,"[[18], [89]]",[7],a72f43dc-d060-4b57-b8cb-6139f00f6b4a,template
Is there a stereo set and a t-shirt in the living room?,logical_room,no,False,"[[], [73]]",[7],04318141-b874-4cfc-866f-78e3842e261f,template
Is there a stereo set and a table in the living room?,logical_room,no,False,"[[], [74]]",[7],3874578f-5112-4c6e-a536-505ecdfe9327,template
Is there a stereo set and a teapot in the living room?,logical_room,no,False,"[[], [75]]",[7],9e43099e-1c6a-4078-a49a-935bc28f1400,template
Is there a stereo set and a teddy bear in the living room?,logical_room,no,False,"[[], [76]]",[7],9f3fde69-3f3b-4a94-9caa-3d8b57ef6c39,template
Is there a stereo set and a television in the living room?,logical_room,no,False,"[[], []]",[7],12283c8a-c59b-4054-8579-80526c49d9cc,template
Is there a stereo set and a toilet in the living room?,logical_room,no,False,"[[], []]",[7],1762839a-ccf7-4959-979d-4a828f35d5df,template
Is there a stereo set and a towel rack in the living room?,logical_room,no,False,"[[], []]",[7],a23fa957-d226-4527-b519-5d1c2bbf995f,template
Is there a stereo set and a trophy in the living room?,logical_room,no,False,"[[], [78]]",[7],899a494d-c7ad-4111-967a-89ffd108e6c9,template
Is there a stereo set and a tv stand in the living room?,logical_room,no,False,"[[], []]",[7],85fd479f-47a0-424e-9ebb-c8231fc57d16,template
Is there a stereo set and a utensil holder in the living room?,logical_room,no,False,"[[], []]",[7],861f147e-68ce-4f7f-bd77-83123af5a767,template
Is there a stereo set and a vacuum cleaner in the living room?,logical_room,no,False,"[[], []]",[7],5d41df6b-f3ae-4dc4-a242-015d501ce35d,template
Is there a stereo set and a vase in the living room?,logical_room,no,False,"[[], [80, 79]]",[7],68604e13-4867-4edf-aee8-2cda85000851,template
Is there a stereo set and a wardrobe cabinet in the living room?,logical_room,no,False,"[[], []]",[7],d2df016d-a433-4cd3-ae33-45d133e829af,template
Is there a stereo set and a washer in the living room?,logical_room,no,False,"[[], []]",[7],4341c897-0524-49a9-9872-f03c5a3be5e6,template
Is there a stereo set and a water dispenser in the living room?,logical_room,no,False,"[[], []]",[7],a6fc1676-04ce-473b-9fac-33713a8f212a,template
